week_start,store_id,week_revenue,week_gross_profit,company,region,city,store_format,footfall,op_cost_weekly,net_profit
2025-01-06,S0039,431.44226354218046,234.14226354218047,Waterstones,Yorkshire & Humber,Leeds,Small,1384,15725.0,-15490.85773645782
2025-01-06,S0040,396.0683837397297,207.1683837397297,WHSmith (High Street),London,London,Small,2248,12325.0,-12117.83161626027
2025-01-06,S0041,771.1719134966538,393.07191349665385,WHSmith (High Street),London,London,Large,3221,18125.0,-17731.928086503347
2025-01-06,S0042,809.6964066369851,420.8964066369851,WHSmith (High Street),London,London,Large,3630,18125.0,-17704.103593363016
2025-01-06,S0043,485.0558281243768,249.2558281243768,WHSmith (High Street),London,London,Medium,2494,14500.0,-14250.744171875624
2025-01-06,S0044,427.6571549283327,218.45715492833267,WHSmith (High Street),London,London,Small,1767,12325.0,-12106.542845071668
2025-01-06,S0045,532.6445664847707,280.3445664847707,WHSmith (High Street),South East,Oxford,Medium,2565,14500.0,-14219.655433515229
2025-01-06,S0046,317.68874054954466,168.1887405495447,WHSmith (High Street),South East,Milton Keynes,Small,2103,12325.0,-12156.811259450455
2025-01-06,S0047,532.3272922444274,278.2272922444275,WHSmith (High Street),South East,Portsmouth,Medium,3184,14500.0,-14221.772707755572
2025-01-06,S0048,496.96942960952447,250.16942960952446,WHSmith (High Street),South East,Reading,Small,2049,12325.0,-12074.830570390475
2025-01-06,S0049,538.139884838575,273.6398848385749,WHSmith (High Street),South East,Oxford,Medium,2552,14500.0,-14226.360115161426
2025-01-06,S0050,418.89507182395613,217.19507182395614,WHSmith (High Street),South East,Milton Keynes,Medium,2309,14500.0,-14282.804928176043
2025-01-06,S0051,286.1255307055906,149.52553070559063,WHSmith (High Street),South West,Plymouth,Small,2192,12325.0,-12175.47446929441
2025-01-06,S0052,288.08620853220197,154.88620853220198,WHSmith (High Street),South West,Exeter,Medium,2295,14500.0,-14345.113791467798
2025-01-06,S0053,328.37826369329485,167.47826369329488,WHSmith (High Street),South West,Bristol,Small,1898,12325.0,-12157.521736306706
2025-01-06,S0054,385.74187575725506,198.74187575725506,WHSmith (High Street),South West,Bath,Small,2407,12325.0,-12126.258124242744
2025-01-06,S0055,361.9305905900088,185.8305905900088,WHSmith (High Street),South West,Bristol,Small,2327,12325.0,-12139.169409409991
2025-01-06,S0056,608.3294286652238,310.3294286652238,WHSmith (High Street),East of England,Ipswich,Large,3571,18125.0,-17814.670571334776
2025-01-06,S0057,428.68827514587315,214.08827514587313,WHSmith (High Street),East of England,Norwich,Medium,2710,14500.0,-14285.911724854126
2025-01-06,S0058,367.4329924303508,190.0329924303508,WHSmith (High Street),East of England,Norwich,Small,1912,12325.0,-12134.967007569649
2025-01-06,S0059,516.6634957859603,269.5634957859603,WHSmith (High Street),East of England,Norwich,Medium,2687,14500.0,-14230.43650421404
2025-01-06,S0060,618.9281684060458,323.3281684060458,WHSmith (High Street),East of England,Norwich,Large,3650,18125.0,-17801.671831593954
2025-01-06,S0061,353.9404296881851,177.34042968818508,WHSmith (High Street),West Midlands,Wolverhampton,Medium,2603,14500.0,-14322.659570311815
2025-01-06,S0062,398.37669505605413,206.7766950560541,WHSmith (High Street),West Midlands,Birmingham,Small,2082,12325.0,-12118.223304943946
2025-01-06,S0063,452.81825708100405,236.31825708100408,WHSmith (High Street),West Midlands,Birmingham,Medium,2470,14500.0,-14263.681742918996
2025-01-06,S0064,263.8131025582308,138.71310255823082,WHSmith (High Street),East Midlands,Nottingham,Medium,1962,14500.0,-14361.286897441769
2025-01-06,S0065,386.64825957071406,195.64825957071406,WHSmith (High Street),East Midlands,Leicester,Medium,2497,14500.0,-14304.351740429285
2025-01-06,S0066,660.5746835231333,328.97468352313325,WHSmith (High Street),North West,Manchester,Large,3527,18125.0,-17796.025316476866
2025-01-06,S0067,267.99632403740577,137.8963240374058,WHSmith (High Street),North West,Lancaster,Small,1999,12325.0,-12187.103675962595
2025-01-06,S0068,442.1960748128689,232.39607481286893,WHSmith (High Street),North West,Manchester,Medium,2466,14500.0,-14267.603925187132
2025-01-06,S0069,701.1494207732183,359.5494207732183,WHSmith (High Street),North West,Preston,Medium,3038,14500.0,-14140.450579226781
2025-01-06,S0070,458.0890530537806,232.48905305378065,WHSmith (High Street),North West,Liverpool,Medium,2807,14500.0,-14267.510946946219
2025-01-06,S0071,293.95350971672195,149.653509716722,WHSmith (High Street),North East,Sunderland,Small,2102,12325.0,-12175.346490283278
2025-01-06,S0072,556.1635827885533,284.2635827885533,WHSmith (High Street),North East,Sunderland,Large,3535,18125.0,-17840.736417211447
2025-01-06,S0073,315.6377976320378,158.83779763203782,WHSmith (High Street),North East,Newcastle,Small,2013,12325.0,-12166.162202367963
2025-01-06,S0074,585.850608903279,302.75060890327893,WHSmith (High Street),Yorkshire & Humber,Leeds,Medium,2906,14500.0,-14197.24939109672
2025-01-06,S0075,312.9328952656721,159.93289526567204,WHSmith (High Street),Yorkshire & Humber,Sheffield,Small,2061,12325.0,-12165.067104734328
2025-01-06,S0076,428.9009004485752,223.80090044857525,WHSmith (High Street),Yorkshire & Humber,York,Small,2068,12325.0,-12101.199099551424
2025-01-06,S0077,263.32999587372706,137.52999587372707,WHSmith (High Street),Yorkshire & Humber,York,Small,1934,12325.0,-12187.470004126273
2025-01-06,S0078,586.6844618297121,300.78446182971214,WHSmith (High Street),Yorkshire & Humber,York,Large,3243,18125.0,-17824.215538170287
2025-01-06,S0079,317.3668959655352,157.0668959655352,WHSmith (High Street),Yorkshire & Humber,Hull,Small,1719,12325.0,-12167.933104034464
2025-01-06,S0080,419.06698464866423,206.86698464866424,WHSmith (High Street),Yorkshire & Humber,Leeds,Medium,2518,14500.0,-14293.133015351335
2025-01-06,S0081,339.42308018748474,177.5230801874847,WHSmith (High Street),Yorkshire & Humber,Hull,Small,1942,12325.0,-12147.476919812516
2025-01-06,S0082,426.2275397286797,232.32753972867968,Independent Bookshop,London,London,Medium,873,6200.0,-5967.67246027132
2025-01-06,S0083,676.8170134629486,370.2170134629485,Independent Bookshop,London,London,Large,1293,7750.0,-7379.782986537051
2025-01-06,S0084,328.8152442044643,180.81524420446434,Independent Bookshop,London,London,Medium,738,6200.0,-6019.184755795535
2025-01-06,S0085,465.93873710033444,258.33873710033447,Independent Bookshop,London,London,Small,722,5270.0,-5011.661262899665
2025-01-06,S0086,290.9815074129415,158.68150741294147,Independent Bookshop,South East,Brighton,Small,522,5270.0,-5111.318492587058
2025-01-06,S0087,392.14891954542736,210.34891954542738,Independent Bookshop,South West,Bath,Medium,902,6200.0,-5989.651080454572
2025-01-06,S0088,283.0465459857079,157.44654598570787,Independent Bookshop,South West,Exeter,Medium,844,6200.0,-6042.553454014293
2025-01-06,S0089,292.91757340787467,161.51757340787464,Independent Bookshop,South West,Exeter,Medium,887,6200.0,-6038.482426592125
2025-01-06,S0090,201.47844638516324,109.17844638516324,Independent Bookshop,East of England,Cambridge,Small,654,5270.0,-5160.821553614836
2025-01-06,S0091,263.13653665430115,145.43653665430114,Independent Bookshop,East of England,Ipswich,Small,686,5270.0,-5124.563463345698
2025-01-06,S0092,269.2496827790792,144.14968277907923,Independent Bookshop,East of England,Chelmsford,Small,807,5270.0,-5125.850317220921
2025-01-06,S0093,262.96393740091816,147.06393740091818,Independent Bookshop,West Midlands,Wolverhampton,Small,738,5270.0,-5122.936062599082
2025-01-06,S0094,463.6229432503055,257.6229432503055,Independent Bookshop,West Midlands,Wolverhampton,Medium,970,6200.0,-5942.377056749694
2025-01-06,S0095,258.83788426798213,142.03788426798212,Independent Bookshop,West Midlands,Birmingham,Small,697,5270.0,-5127.962115732018
2025-01-06,S0096,243.76247624972848,136.5624762497285,Independent Bookshop,West Midlands,Coventry,Small,642,5270.0,-5133.437523750272
2025-01-06,S0097,380.7250941645386,210.9250941645386,Independent Bookshop,East Midlands,Derby,Small,836,5270.0,-5059.074905835461
2025-01-06,S0098,233.81955777665524,128.81955777665522,Independent Bookshop,East Midlands,Lincoln,Small,759,5270.0,-5141.1804422233445
2025-01-06,S0099,372.88678646577586,203.28678646577583,Independent Bookshop,East Midlands,Leicester,Medium,965,6200.0,-5996.713213534224
2025-01-06,S0100,165.8894592226902,92.5894592226902,Independent Bookshop,East Midlands,Lincoln,Small,695,5270.0,-5177.4105407773095
2025-01-06,S0101,309.55607090021056,171.35607090021057,Independent Bookshop,East Midlands,Leicester,Medium,894,6200.0,-6028.64392909979
2025-01-06,S0102,485.6375676663657,262.93756766636574,Independent Bookshop,East Midlands,Derby,Large,1135,7750.0,-7487.062432333634
2025-01-06,S0103,408.43562712273655,218.03562712273657,Independent Bookshop,North West,Manchester,Large,1188,7750.0,-7531.9643728772635
2025-01-06,S0104,402.1144764587618,215.61447645876183,Independent Bookshop,North West,Preston,Medium,939,6200.0,-5984.385523541238
2025-01-06,S0105,240.12572462245265,135.22572462245265,Independent Bookshop,North West,Preston,Small,634,5270.0,-5134.774275377547
2025-01-06,S0106,397.9820743928284,219.5820743928284,Independent Bookshop,North West,Manchester,Medium,891,6200.0,-5980.417925607172
2025-01-06,S0107,279.5917454958226,152.39174549582256,Independent Bookshop,North East,Middlesbrough,Medium,840,6200.0,-6047.608254504177
2025-01-06,S0108,301.20398084411687,166.80398084411686,Independent Bookshop,North East,Newcastle,Small,817,5270.0,-5103.196019155883
2025-01-06,S0109,293.0109237154437,159.61092371544368,Independent Bookshop,Yorkshire & Humber,Hull,Small,674,5270.0,-5110.389076284557
2025-01-06,S0110,283.0249234350125,155.4249234350125,Independent Bookshop,Yorkshire & Humber,Hull,Small,745,5270.0,-5114.575076564987
2025-01-06,S0111,282.39278366837704,156.19278366837705,Independent Bookshop,Yorkshire & Humber,York,Small,739,5270.0,-5113.807216331623
2025-01-06,S0112,344.2936612897846,183.8936612897846,University Bookshop,London,London,Small,947,6120.0,-5936.106338710216
2025-01-06,S0113,270.8623931341995,141.1623931341995,University Bookshop,South East,Brighton,Small,816,6120.0,-5978.837606865801
2025-01-06,S0114,314.6003185516469,160.60031855164692,University Bookshop,South West,Bournemouth,Medium,1020,7200.0,-7039.3996814483535
2025-01-06,S0115,326.3882808844513,171.78828088445132,University Bookshop,South West,Bath,Large,1499,9000.0,-8828.211719115548
2025-01-06,S0116,257.51354530097444,135.71354530097446,University Bookshop,South West,Plymouth,Small,930,6120.0,-5984.286454699026
2025-01-06,S0117,241.28049420900885,129.58049420900883,University Bookshop,East of England,Chelmsford,Small,907,6120.0,-5990.419505790991
2025-01-06,S0118,218.0918662018113,112.79186620181133,University Bookshop,East of England,Ipswich,Small,1037,6120.0,-6007.208133798189
2025-01-06,S0119,149.43647793530326,78.33647793530326,University Bookshop,West Midlands,Coventry,Small,753,6120.0,-6041.663522064697
2025-01-06,S0120,227.3798692318799,119.07986923187991,University Bookshop,East Midlands,Nottingham,Small,813,6120.0,-6000.92013076812
2025-01-06,S0121,298.73503553869995,155.93503553869996,University Bookshop,East Midlands,Lincoln,Large,1386,9000.0,-8844.0649644613
2025-01-06,S0122,539.0332809772743,285.53328097727433,University Bookshop,North West,Lancaster,Large,1617,9000.0,-8714.466719022726
2025-01-06,S0123,215.53020757406668,114.73020757406667,University Bookshop,North East,Middlesbrough,Small,865,6120.0,-6005.269792425934
2025-01-06,S0124,170.79081133937046,90.29081133937046,University Bookshop,North East,Middlesbrough,Medium,870,7200.0,-7109.7091886606295
2025-01-06,S0125,326.02064004383874,171.12064004383876,University Bookshop,North East,Sunderland,Large,1647,9000.0,-8828.879359956161
2025-01-06,S0126,372.62745356906623,196.0274535690662,University Bookshop,North East,Middlesbrough,Small,873,6120.0,-5923.972546430934
2025-01-06,S0127,247.15727914184458,127.55727914184459,University Bookshop,North East,Sunderland,Medium,1146,7200.0,-7072.442720858156
2025-01-06,S0128,152.15617490554126,78.05617490554127,University Bookshop,Yorkshire & Humber,Sheffield,Small,952,6120.0,-6041.943825094459
2025-01-06,S0129,266.01855919305297,142.118559193053,University Bookshop,Yorkshire & Humber,Sheffield,Small,927,6120.0,-5977.881440806947
2025-01-06,S0130,280.95844990823565,135.35844990823568,Supermarket Books,London,London,Small,3599,8330.0,-8194.641550091765
2025-01-06,S0131,365.2135994229533,174.31359942295325,Supermarket Books,London,London,Small,3748,8330.0,-8155.686400577047
2025-01-06,S0132,411.2719148894981,195.27191488949808,Supermarket Books,South East,Portsmouth,Medium,4899,9800.0,-9604.728085110502
2025-01-06,S0133,436.3796306200914,207.67963062009142,Supermarket Books,South East,Reading,Medium,5192,9800.0,-9592.320369379908
2025-01-06,S0134,415.27628254435507,196.9762825443551,Supermarket Books,South East,Oxford,Medium,4658,9800.0,-9603.023717455644
2025-01-06,S0135,494.583212864103,233.28321286410298,Supermarket Books,South East,Canterbury,Medium,4896,9800.0,-9566.716787135898
2025-01-06,S0136,345.07535006118337,165.27535006118336,Supermarket Books,South East,Portsmouth,Small,3905,8330.0,-8164.724649938817
2025-01-06,S0137,524.7985432404006,248.5985432404006,Supermarket Books,South West,Plymouth,Large,6706,12250.0,-12001.401456759599
2025-01-06,S0138,377.03159463418297,181.93159463418294,Supermarket Books,South West,Bournemouth,Medium,4553,9800.0,-9618.068405365817
2025-01-06,S0139,349.62862084786843,168.0286208478684,Supermarket Books,South West,Bristol,Small,3875,8330.0,-8161.971379152132
2025-01-06,S0140,354.3706613407506,173.2706613407506,Supermarket Books,East of England,Ipswich,Small,3468,8330.0,-8156.729338659249
2025-01-06,S0141,591.7666805736588,280.76668057365885,Supermarket Books,East of England,Chelmsford,Large,7110,12250.0,-11969.233319426341
2025-01-06,S0142,367.88327603460635,175.08327603460637,Supermarket Books,West Midlands,Wolverhampton,Small,4125,8330.0,-8154.916723965393
2025-01-06,S0143,324.0790949530141,159.1790949530141,Supermarket Books,West Midlands,Coventry,Medium,4455,9800.0,-9640.820905046985
2025-01-06,S0144,319.8863055829069,158.9863055829069,Supermarket Books,West Midlands,Birmingham,Medium,4176,9800.0,-9641.013694417094
2025-01-06,S0145,414.937169554554,200.83716955455398,Supermarket Books,West Midlands,Birmingham,Medium,4725,9800.0,-9599.162830445446
2025-01-06,S0146,524.0596710064381,249.4596710064381,Supermarket Books,West Midlands,Coventry,Medium,5133,9800.0,-9550.540328993562
2025-01-06,S0147,463.604303638356,222.70430363835598,Supermarket Books,West Midlands,Coventry,Medium,4896,9800.0,-9577.295696361643
2025-01-06,S0148,238.74927438234624,114.04927438234625,Supermarket Books,East Midlands,Lincoln,Small,3513,8330.0,-8215.950725617653
2025-01-06,S0149,345.9906483245672,170.79064832456723,Supermarket Books,East Midlands,Nottingham,Medium,4289,9800.0,-9629.209351675432
2025-01-06,S0150,419.7171344137144,203.11713441371438,Supermarket Books,East Midlands,Derby,Medium,4180,9800.0,-9596.882865586285
2025-01-06,S0151,391.33182440880074,186.3318244088007,Supermarket Books,East Midlands,Leicester,Medium,4995,9800.0,-9613.6681755912
2025-01-06,S0152,443.98756338704703,214.28756338704704,Supermarket Books,East Midlands,Derby,Large,6056,12250.0,-12035.712436612954
2025-01-06,S0153,354.5371809244068,169.63718092440678,Supermarket Books,North West,Liverpool,Small,4157,8330.0,-8160.3628190755935
2025-01-06,S0154,386.4836207081266,191.7836207081266,Supermarket Books,North West,Liverpool,Small,4273,8330.0,-8138.216379291874
2025-01-06,S0155,539.4131074564739,259.71310745647395,Supermarket Books,North West,Manchester,Large,6206,12250.0,-11990.286892543527
2025-01-06,S0156,419.03852288035563,195.03852288035563,Supermarket Books,North East,Newcastle,Large,6166,12250.0,-12054.961477119645
2025-01-06,S0157,432.279680371644,209.879680371644,Supermarket Books,North East,Sunderland,Medium,4165,9800.0,-9590.120319628357
2025-01-06,S0158,249.19257974182145,117.09257974182147,Supermarket Books,North East,Sunderland,Small,3026,8330.0,-8212.907420258178
2025-01-06,S0159,436.5626025823336,212.36260258233364,Supermarket Books,Yorkshire & Humber,Sheffield,Large,6382,12250.0,-12037.637397417666
2025-01-06,S0160,281.2855204451889,133.38552044518894,Supermarket Books,Yorkshire & Humber,Hull,Small,3808,8330.0,-8196.614479554812
2025-01-06,S0161,476.67498135625544,229.37498135625546,Supermarket Books,Yorkshire & Humber,York,Medium,5320,9800.0,-9570.625018643745
2025-01-06,S0162,370.40022599727206,185.00022599727205,Supermarket Books,Yorkshire & Humber,Leeds,Small,4990,8330.0,-8144.999774002728
2025-01-13,S0001,953.6547361387272,512.7547361387273,Waterstones,London,London,Medium,2330,18500.0,-17987.245263861274
2025-01-13,S0002,609.9075323847632,330.80753238476314,Waterstones,London,London,Small,1637,15725.0,-15394.192467615238
2025-01-13,S0003,1017.0469892657009,538.5469892657009,Waterstones,London,London,Large,2861,23125.0,-22586.453010734298
2025-01-13,S0004,923.2180130060303,489.71801300603033,Waterstones,London,London,Medium,2466,18500.0,-18010.28198699397
2025-01-13,S0005,775.2622307002114,416.7622307002114,Waterstones,London,London,Medium,2394,18500.0,-18083.237769299787
2025-01-13,S0006,803.3720399006928,434.2720399006928,Waterstones,London,London,Small,2111,15725.0,-15290.727960099308
2025-01-13,S0007,694.6483042754003,375.24830427540024,Waterstones,London,London,Small,1869,15725.0,-15349.751695724599
2025-01-13,S0008,807.4759927786836,426.77599277868353,Waterstones,London,London,Medium,2192,18500.0,-18073.224007221317
2025-01-13,S0009,642.3602923585764,344.0602923585764,Waterstones,London,London,Small,1578,15725.0,-15380.939707641424
2025-01-13,S0010,658.7110164576771,359.8110164576771,Waterstones,South East,Oxford,Small,2009,15725.0,-15365.188983542323
2025-01-13,S0011,387.9879237531447,212.7879237531447,Waterstones,South East,Oxford,Small,1488,15725.0,-15512.212076246855
2025-01-13,S0012,784.61890487506,421.31890487506,Waterstones,South East,Portsmouth,Medium,2306,18500.0,-18078.68109512494
2025-01-13,S0013,711.7020557606263,376.6020557606263,Waterstones,South East,Portsmouth,Large,2694,23125.0,-22748.397944239372
2025-01-13,S0014,753.7051047378156,409.0051047378156,Waterstones,South East,Oxford,Small,1871,15725.0,-15315.994895262185
2025-01-13,S0015,558.6526966403294,295.05269664032943,Waterstones,South East,Reading,Medium,1712,18500.0,-18204.94730335967
2025-01-13,S0016,705.3860245352687,372.2860245352687,Waterstones,South East,Portsmouth,Small,1936,15725.0,-15352.71397546473
2025-01-13,S0017,726.8109969888008,381.8109969888007,Waterstones,South East,Reading,Medium,2315,18500.0,-18118.1890030112
2025-01-13,S0018,734.324099613817,396.22409961381703,Waterstones,South West,Bristol,Medium,2226,18500.0,-18103.775900386183
2025-01-13,S0019,666.574917075076,355.574917075076,Waterstones,South West,Bath,Medium,2046,18500.0,-18144.425082924925
2025-01-13,S0020,629.4083738044068,332.30837380440676,Waterstones,South West,Bournemouth,Small,1750,15725.0,-15392.691626195594
2025-01-13,S0021,528.078214951415,283.978214951415,Waterstones,South West,Bath,Medium,2335,18500.0,-18216.021785048586
2025-01-13,S0022,579.9727967009256,305.17279670092563,Waterstones,South West,Plymouth,Small,2013,15725.0,-15419.827203299074
2025-01-13,S0023,763.2956926302066,404.9956926302066,Waterstones,East of England,Cambridge,Medium,2231,18500.0,-18095.004307369793
2025-01-13,S0024,691.8732546483866,367.5732546483866,Waterstones,West Midlands,Birmingham,Medium,2502,18500.0,-18132.426745351615
2025-01-13,S0025,460.77350747932906,244.37350747932905,Waterstones,West Midlands,Birmingham,Medium,1921,18500.0,-18255.62649252067
2025-01-13,S0026,596.6297143648351,327.3297143648351,Waterstones,West Midlands,Wolverhampton,Medium,2059,18500.0,-18172.670285635166
2025-01-13,S0027,522.2418789983292,283.44187899832923,Waterstones,West Midlands,Coventry,Medium,1941,18500.0,-18216.55812100167
2025-01-13,S0028,654.1672582777495,352.16725827774945,Waterstones,West Midlands,Coventry,Medium,2287,18500.0,-18147.83274172225
2025-01-13,S0029,500.26183804441627,269.0618380444163,Waterstones,West Midlands,Coventry,Small,1873,15725.0,-15455.938161955584
2025-01-13,S0030,398.0768770890633,211.87687708906333,Waterstones,East Midlands,Leicester,Small,1566,15725.0,-15513.123122910936
2025-01-13,S0031,610.8413215818164,324.1413215818164,Waterstones,North West,Liverpool,Small,1785,15725.0,-15400.858678418184
2025-01-13,S0032,700.7620038450859,373.76200384508587,Waterstones,North West,Lancaster,Medium,2545,18500.0,-18126.237996154916
2025-01-13,S0033,826.6357369486166,445.6357369486166,Waterstones,North West,Liverpool,Medium,2433,18500.0,-18054.364263051382
2025-01-13,S0034,676.6125106548747,359.7125106548746,Waterstones,North West,Preston,Medium,2068,18500.0,-18140.287489345126
2025-01-13,S0035,370.6445230332046,197.54452303320463,Waterstones,North East,Middlesbrough,Small,1643,15725.0,-15527.455476966796
2025-01-13,S0036,526.9372816084737,277.0372816084737,Waterstones,North East,Newcastle,Medium,2003,18500.0,-18222.962718391525
2025-01-13,S0037,557.0774515435749,293.3774515435748,Waterstones,North East,Newcastle,Medium,2213,18500.0,-18206.622548456424
2025-01-13,S0038,689.3080829804179,372.6080829804179,Waterstones,Yorkshire & Humber,Hull,Medium,1958,18500.0,-18127.39191701958
2025-01-13,S0039,554.1159989741946,300.81599897419454,Waterstones,Yorkshire & Humber,Leeds,Small,1827,15725.0,-15424.184001025806
2025-01-13,S0040,411.63816207228587,211.73816207228586,WHSmith (High Street),London,London,Small,1893,12325.0,-12113.261837927714
2025-01-13,S0041,824.1175611350511,409.81756113505116,WHSmith (High Street),London,London,Large,3525,18125.0,-17715.182438864947
2025-01-13,S0042,735.4593594789026,371.4593594789026,WHSmith (High Street),London,London,Large,3491,18125.0,-17753.540640521096
2025-01-13,S0043,447.20816340233404,220.40816340233405,WHSmith (High Street),London,London,Medium,2391,14500.0,-14279.591836597667
2025-01-13,S0044,463.24861105152087,232.14861105152085,WHSmith (High Street),London,London,Small,2237,12325.0,-12092.851388948478
2025-01-13,S0045,528.8786775263488,274.17867752634885,WHSmith (High Street),South East,Oxford,Medium,2926,14500.0,-14225.821322473652
2025-01-13,S0046,478.9365329810932,240.0365329810932,WHSmith (High Street),South East,Milton Keynes,Small,2202,12325.0,-12084.963467018906
2025-01-13,S0047,605.2632657125185,312.3632657125185,WHSmith (High Street),South East,Portsmouth,Medium,2863,14500.0,-14187.636734287482
2025-01-13,S0048,296.1278450108072,150.92784501080723,WHSmith (High Street),South East,Reading,Small,1943,12325.0,-12174.072154989193
2025-01-13,S0049,622.7266224152484,324.6266224152484,WHSmith (High Street),South East,Oxford,Medium,3108,14500.0,-14175.373377584752
2025-01-13,S0050,592.6887671252704,309.1887671252704,WHSmith (High Street),South East,Milton Keynes,Medium,2548,14500.0,-14190.81123287473
2025-01-13,S0051,381.5230140864601,191.32301408646003,WHSmith (High Street),South West,Plymouth,Small,2395,12325.0,-12133.67698591354
2025-01-13,S0052,468.74918790702395,242.84918790702395,WHSmith (High Street),South West,Exeter,Medium,2744,14500.0,-14257.150812092976
2025-01-13,S0053,403.2380651254763,206.43806512547627,WHSmith (High Street),South West,Bristol,Small,2320,12325.0,-12118.561934874524
2025-01-13,S0054,356.8702685760672,176.97026857606718,WHSmith (High Street),South West,Bath,Small,2152,12325.0,-12148.029731423932
