company,store_id,gross_profit_gbp,revenue_gbp,units,age_16-24,age_25-34,age_35-44,age_45-54,age_55+,seg_Students,seg_Young Professionals,seg_Working Class,seg_Arts/Media,seg_Commuters,seg_Tourists,region,city_tier
WHSmith,WH-025,1894.34,3422.73,311,0.1776269027678305,0.30014882661373127,0.2213991678336644,0.16709239829647016,0.1337327044883037,0.19928542282390638,0.07796024784021047,0.1894222778726317,0.06858036321703348,0.2906064472817951,0.17414524096442285,West Midlands,Tier 1 (major city)
WHSmith,WH-026,1619.54,2936.33,265,0.18117269341344602,0.28691432240048664,0.22534952687408727,0.16762824932940243,0.1389352079825777,0.47582368661248253,0.04951663280440972,0.11016382900338086,0.19627723012036907,0.03681068740989364,0.13140793404946402,South West,Tier 1 (major city)
WHSmith,WH-027,1032.7,1837.66,165,0.17124377203988464,0.21520503294858462,0.20285635235865013,0.21393916895003687,0.1967556737028438,0.17364018270385195,0.24651769260091125,0.17236938591967296,0.155515626415319,0.045000606926761284,0.20695650543348348,North East,Tier 2 (large town)
WHSmith,WH-028,1077.76,1943.84,171,0.150491625645679,0.2054998082200689,0.24038797598597866,0.1856686828626327,0.21795190728564073,0.0965034980444498,0.21560706298649823,0.24521332738485255,0.1389881270228589,0.2549964017024588,0.048691582858881546,South East,Tier 2 (large town)
WHSmith,WH-029,450.6,831.19,69,0.10185847990384984,0.19657688166401505,0.2136184693560203,0.22591583962667208,0.26203032944944277,0.2533319062801946,0.34788274893986726,0.18799865204575825,0.08311957278344438,0.10310611768080148,0.024561002269934188,East of England,Tier 3 (small town)
WHSmith,WH-030,1430.69,2604.56,236,0.1813400786193378,0.2812091380974368,0.20907273466464066,0.16284531444822523,0.16553273417035944,0.2530245020366065,0.19001909665493172,0.045025392916678425,0.16093051065122463,0.1643316670025678,0.18666883073799084,West Midlands,Tier 1 (major city)
WHSmith,WH-031,575.79,1057.37,97,0.08254309692811829,0.17360875099019407,0.22347803889582774,0.2445174427803992,0.27585267040546074,0.1274922351597974,0.21536520162924436,0.07213077631404147,0.1544450793580896,0.24205456127371416,0.18851214626511312,South West,Tier 3 (small town)
WHSmith,WH-032,1062.8600000000001,1939.46,172,0.16377325881981056,0.23466462007073605,0.2015460032586862,0.16193812359106605,0.2380779942597012,0.20317589175908551,0.07135279264848256,0.12183299241440816,0.3554396380885742,0.08123522756179424,0.16696345752765532,North East,Tier 2 (large town)
WHSmith,WH-033,419.82,773.16,75,0.13445284851593356,0.1789513094286039,0.20406293932761135,0.20895386630959562,0.27357903641825565,0.15307913593945893,0.2689403840174106,0.1450813493660787,0.14022056261341984,0.2162602400083324,0.07641832805529951,London,Tier 3 (small town)
WHSmith,WH-034,625.28,1103.16,99,0.13224349088339968,0.17021404680939511,0.23082810560715583,0.1987257129945053,0.267988643705544,0.037942118330724244,0.107981412255697,0.1256409047264589,0.07260389895610356,0.6187612617026063,0.037070404028410095,Yorkshire and the Humber,Tier 3 (small town)
WHSmith,WH-035,1947.44,3484.67,320,0.16214075926417176,0.30057471596894036,0.21402500120202816,0.17361195625987128,0.1496475673049884,0.32596728220400895,0.052298295205508036,0.2449179248521912,0.06461882830608154,0.09656679260416315,0.2156308768280471,South East,Tier 1 (major city)
WHSmith,WH-036,1461.89,2675.56,246,0.17976473988834699,0.27253689917631835,0.22853944116354694,0.2111000168420809,0.10805890292970678,0.09149756313444933,0.07011717111274123,0.1182723649872049,0.19389442722319727,0.30155019931022786,0.22466827423217944,West Midlands,Tier 1 (major city)
WHSmith,WH-037,2142.16,3901.98,343,0.23290249744134894,0.29810195198997513,0.19136073014022195,0.15701761504795875,0.12061720538049535,0.2326227025327047,0.1288734342215097,0.2943319668090797,0.07011992839187786,0.2571169426729687,0.01693502537185949,South East,Tier 1 (major city)
WHSmith,WH-038,899.11,1623.68,145,0.1556703180146139,0.2234316014789348,0.2110377351336627,0.19599406960083524,0.2138662757719533,0.12301003034213327,0.2235370372437909,0.06155925835566054,0.14500005688250067,0.22919968335799598,0.21769393381791857,East of England,Tier 2 (large town)
WHSmith,WH-039,1951.53,3505.31,313,0.1680096000161126,0.28947503006730085,0.22745205471703706,0.17355255975475983,0.14151075544478967,0.04062363666105275,0.08934774519048856,0.08247692055226842,0.20764948203987177,0.37686998853992615,0.20303222701639223,East Midlands,Tier 1 (major city)
WHSmith,WH-040,612.05,1123.44,96,0.10417653070589386,0.16323681767140627,0.24513438727013262,0.21325545898021103,0.27419680537235613,0.14693053707820936,0.06470489911886236,0.43780686581588985,0.030748881764017428,0.29799969258759346,0.021809123635427655,North West,Tier 3 (small town)
WHSmith,WH-041,2340.41,4239.9,382,0.176557657494662,0.2993322601381936,0.19665283664897767,0.16610043188890428,0.16135681382926237,0.00804303325755016,0.06543102348312188,0.30961787219327785,0.32088072928175654,0.13244054652030776,0.16358679526398578,North East,Tier 1 (major city)
WHSmith,WH-042,996.11,1798.55,169,0.16958007395361935,0.23748040223945963,0.22064943570796752,0.16680391238113954,0.20548617571781405,0.21779513797577582,0.22262753683359265,0.1425790950076184,0.030471814066027277,0.10061634499456895,0.28591007112241695,South West,Tier 2 (large town)
WHSmith,WH-043,1461.6,2657.69,243,0.19101621747053613,0.2698809207341359,0.2166040093213318,0.16753968059038332,0.15495917188361294,0.4678294397958725,0.014367613124629511,0.19947275915907942,0.05421210223171095,0.22759203422546936,0.0365260514632382,South West,Tier 1 (major city)
WHSmith,WH-044,2294.96,4196.06,379,0.19269949148048923,0.2994436358414534,0.22408724840587416,0.127167546769706,0.1566020775024773,0.1044271406756798,0.2537460759213965,0.16464699985808198,0.11458078346806398,0.22744300327098432,0.13515599680579327,London,Tier 1 (major city)
WHSmith,WH-045,1675.03,3077.17,281,0.16593694239640094,0.27437982612808987,0.2520828222311053,0.1567538929335951,0.15084651631080895,0.2645355409790686,0.09175131359438875,0.15161647904568765,0.23620625674033166,0.24291720725955634,0.01297320238096692,North East,Tier 1 (major city)
WHSmith,WH-046,574.36,1046.3,93,0.11223157695292804,0.1600493331125427,0.18969866102303684,0.2589739091613052,0.27904651975018724,0.20308997321079506,0.2808769018864345,0.00715872881722374,0.16356924097538147,0.10327526029106204,0.24202989481910334,North East,Tier 3 (small town)
WHSmith,WH-047,983.89,1744.52,161,0.16222531704732962,0.23128363647530653,0.21817172955154673,0.20294345302671452,0.18537586389910243,0.006147796839454012,0.1393277591359011,0.3599817131030905,0.03459705165291267,0.1966259652523099,0.26331971401633164,Yorkshire and the Humber,Tier 2 (large town)
WHSmith,WH-048,1688.95,3052.04,280,0.1787551369071558,0.27225240549290763,0.24469065924101102,0.15358072953933735,0.15072106881958822,0.19804619671808454,0.1377935538799425,0.27215433682671114,0.17788846522816795,0.18605517856750506,0.028062268779588704,East Midlands,Tier 1 (major city)
WHSmith,WH-049,963.06,1790.64,170,0.16285736315280716,0.2066733787614788,0.18687901894189213,0.212297744743801,0.2312924944000209,0.15888957556768993,0.2506629665339173,0.20421074538082407,0.03806255900421941,0.1525845663037829,0.19558958720956643,North East,Tier 2 (large town)
WHSmith,WH-050,881.2,1589.44,148,0.17648544136783179,0.23477806754755537,0.21440922628693548,0.19009343722051925,0.18423382757715814,0.2408861509901399,0.06662261366515437,0.023782154601810344,0.3407946585439779,0.09943424788855976,0.22848017431035766,North East,Tier 2 (large town)
WHSmith,WH-051,1639.81,2948.81,267,0.14547269493040335,0.2795675630413411,0.2557383294982981,0.1643315457619749,0.15488986676798258,0.26127980967892867,0.05625830148338636,0.3280014518427821,0.19063460619855602,0.13255488966089726,0.03127094113544962,West Midlands,Tier 1 (major city)
WHSmith,WH-052,1003.14,1837.93,166,0.12012467914249501,0.20660581658515512,0.23258425722750434,0.22679100508788116,0.21389424195696433,0.1790141204490429,0.05460182601580895,0.26327749494065833,0.09345099557644469,0.334338373068105,0.07531718994994013,East of England,Tier 2 (large town)
WHSmith,WH-053,974.32,1768.48,158,0.15958251995489953,0.20187953330855593,0.21015622120430688,0.20023584636662814,0.2281458791656095,0.1598624789493512,0.022032942386701247,0.05620589015176112,0.063021766190518,0.14466101419798955,0.5542159081236788,West Midlands,Tier 2 (large town)
WHSmith,WH-054,1103.1,2008.94,186,0.1502210808525427,0.21063714256835375,0.21119263968675975,0.20641545026273916,0.22153368662960468,0.057798147683397146,0.008842078173578335,0.24977288383150653,0.3986448613302832,0.1876230058536121,0.09731902312762258,North West,Tier 2 (large town)
WHSmith,WH-055,1890.39,3429.34,303,0.17136055432552477,0.27938125589837587,0.23290120578975784,0.15989484076696167,0.15646214321937982,0.06177586929194867,0.05028069370799379,0.44243983831497546,0.004715668887253992,0.32989821803427777,0.11088971176355036,South West,Tier 1 (major city)
WHSmith,WH-056,1130.91,2061.27,196,0.14649809106782508,0.22416981084197515,0.21869659940327588,0.21139920659868527,0.1992362920882387,0.29659288319090016,0.07252866250205413,0.16953277629327823,0.12851428375080223,0.16218669375649544,0.17064470050646974,North West,Tier 2 (large town)
WHSmith,WH-057,1406.12,2555.54,236,0.1416005258665975,0.24846125749027395,0.20966139870606315,0.15938167343898454,0.2408951444980808,0.24573656781896971,0.0886615616180643,0.0822649454727909,0.1734605373530386,0.17620651368722018,0.23366987404991618,Yorkshire and the Humber,Tier 2 (large town)
WHSmith,WH-058,470.18,852.4200000000001,76,0.0866744317253875,0.19034076806597178,0.21047071311396523,0.2272787484888167,0.2852353386058587,0.21919350499213594,0.2967301175344474,0.22100772761673976,0.034558937543541245,0.05280275024212295,0.1757069620710127,West Midlands,Tier 3 (small town)
WHSmith,WH-059,979.48,1765.25,159,0.157201096488768,0.21161892590254164,0.17736187798956995,0.21599491316920996,0.23782318644991038,0.3086145305081133,0.09544907977844011,0.28578990783737956,0.03188307458515032,0.16409787866518724,0.11416552862572935,East Midlands,Tier 2 (large town)
WHSmith,WH-060,2050.21,3730.8,347,0.18325370820488066,0.2941472097937446,0.21258549409334504,0.16019182739418314,0.14982176051384644,0.07372554176830456,0.3653643793105246,0.04959345717194897,0.11965235268583098,0.2607559607007215,0.13090830836266945,South East,Tier 1 (major city)
WHSmith,WH-061,537.76,995.28,87,0.11965777016589413,0.1825222820184313,0.17384681995776274,0.24955345855196925,0.27441966930594264,0.16696088364756356,0.04443949658919297,0.13999037113889404,0.19807930388467107,0.3493112349571625,0.10121870978251604,North West,Tier 3 (small town)
WHSmith,WH-062,2066.81,3731.2599999999998,321,0.17090486756015663,0.2743577741612022,0.22787650785198543,0.19673654417034228,0.13012430625631352,0.05820073698153972,0.20458451356484753,0.039896925425261395,0.32465953423891847,0.21321605841754548,0.15944223137188746,Yorkshire and the Humber,Tier 1 (major city)
WHSmith,WH-063,1547.4,2767.63,251,0.2011148232610606,0.2712383330211205,0.1994088830821091,0.15926919222337993,0.16896876841233002,0.3565556675207781,0.10363866827297247,0.03739064738211151,0.09723511152967876,0.3296816664545183,0.07549823883994085,East Midlands,Tier 1 (major city)
WHSmith,WH-064,427.56,738.96,67,0.11283370316338155,0.19980783567753682,0.20654794845265456,0.20901741321087342,0.2717930994955537,0.2874038327452054,0.33967605861969064,0.14878035131464656,0.032042991283274466,0.1522759232156746,0.039820842821508246,North West,Tier 3 (small town)
WHSmith,WH-065,1152.28,2082.51,188,0.14109914989089162,0.229955073951884,0.20508446980896938,0.20040290925858262,0.2234583970896724,0.0803442393244817,0.14281526488845792,0.12609162702126692,0.12218715593246818,0.24091112439900278,0.28765058843432256,South East,Tier 2 (large town)
WHSmith,WH-066,631.8,1124.49,104,0.10704613160012556,0.183421884102823,0.1887433206165203,0.21978234420610315,0.301006319474428,0.22606167854156486,0.22827145503661017,0.14231831778239043,0.07290902881416797,0.22230518934242532,0.10813433048284136,Yorkshire and the Humber,Tier 3 (small town)
WHSmith,WH-067,931.51,1656.06,145,0.12326962733603442,0.21434561491463616,0.21980242514214404,0.21911250582017108,0.2234698267870143,0.28045749484747523,0.13160500459781393,0.13385856953008612,0.15398627392416897,0.21064445444087074,0.08944820265958511,North East,Tier 2 (large town)
WHSmith,WH-068,2035.73,3690.23,331,0.19716627662897454,0.23362346259734984,0.2370585855332414,0.17590523948465625,0.15624643575577804,0.28880347994386374,0.043445787401655174,0.14486300777711184,0.1485360092730373,0.05819432156441135,0.31615739403992055,West Midlands,Tier 1 (major city)
WHSmith,WH-069,746.92,1352.27,121,0.15949687115257133,0.21629895387386233,0.22075734818556197,0.18889602687037862,0.21455079991762563,0.2685555007668991,0.21881439336726707,0.060396089385116994,0.022514916407787283,0.4060537142393007,0.023665385833628694,East Midlands,Tier 2 (large town)
Waterstones,WA-000,1335.54,2398.46,211,0.1550230640635826,0.2199307938147913,0.22672130953844793,0.23074010745243148,0.16758472513074657,0.10998957382770565,0.026906522430906476,0.21567684252234878,0.1172047741734551,0.35678426976407907,0.173438017281505,London,Tier 2 (large town)
Waterstones,WA-001,759.12,1382.1200000000001,125,0.13215209690807997,0.21609936010701877,0.21599992024344422,0.20675887580927793,0.2289897469321791,0.037605515067006205,0.28415009216657994,0.047645299663622555,0.225453857900477,0.24573381597768432,0.15941141922463004,North West,Tier 2 (large town)
Waterstones,WA-002,987.22,1755.22,157,0.19170101705711715,0.2105672088831298,0.1754878717159642,0.22635591026447455,0.19588799207931432,0.2509146762887205,0.030897898213960766,0.029399454424371054,0.341761961649544,0.237996042799709,0.1090299666236948,West Midlands,Tier 2 (large town)
Waterstones,WA-003,1495.39,2702.4,243,0.1852946325726905,0.27002193087142623,0.22460316994004995,0.1667165270553843,0.15336373956044913,0.10589728335885454,0.21502317871597185,0.13953732199803495,0.17204945751553477,0.3295522131294504,0.03794054528215351,Yorkshire and the Humber,Tier 1 (major city)
Waterstones,WA-004,576.75,1047.1,95,0.07694330610362023,0.17464124527735742,0.22558930270912134,0.22486910049964337,0.29795704541025764,0.3503330053242695,0.1528546244671594,0.14152910526123738,0.21082558898460585,0.08770146674561918,0.05675620921710863,West Midlands,Tier 3 (small town)
Waterstones,WA-005,556.13,983.82,82,0.13473924549117874,0.21231577675909297,0.17066860443291476,0.22562530970248992,0.25665106361432377,0.28531574405063814,0.021410436804876917,0.10912464051449194,0.08095701563202039,0.2752645052388052,0.2279276577591674,East of England,Tier 3 (small town)
Waterstones,WA-006,858.22,1534.79,125,0.17558184628290308,0.2121397868934483,0.1895652449025606,0.22030131310017756,0.2024118088209103,0.2268286024827993,0.07607938638250707,0.3099713528561356,0.10878406221181872,0.18271085134753315,0.09562574471920621,West Midlands,Tier 2 (large town)
Waterstones,WA-007,462.18,835.8100000000001,74,0.14124883324067378,0.1826962142992965,0.18815030862561502,0.1997068426966117,0.2881978011378031,0.08465472871063812,0.517263890119046,0.04884277661708358,0.11253481011400412,0.15156785291483407,0.08513594152439403,South West,Tier 3 (small town)
Waterstones,WA-008,1302.2,2326.63,207,0.11969610355232894,0.20720401075015787,0.2559881643713409,0.19245846533424987,0.22465325599192237,0.1876888115020285,0.1436256572362741,0.0667368271737371,0.07769197084971724,0.23367259658357709,0.29058413665466604,South East,Tier 2 (large town)
Waterstones,WA-009,709.53,1279.1200000000001,108,0.11669484503739803,0.19308314219860456,0.19793089395253863,0.24376574290561884,0.24852537590583998,0.1378923025605669,0.03618882410644231,0.43196572470148037,0.04293601342779296,0.11218967982269606,0.23882745538102138,North West,Tier 3 (small town)
Waterstones,WA-010,1366.9,2451.14,214,0.16382253165266744,0.1941383712800582,0.2201283020466567,0.20772194685812462,0.214188848162493,0.18761759473961093,0.14945864915110624,0.19334376268177064,0.039423107049569896,0.2224957102405272,0.207661176137415,North West,Tier 2 (large town)
Waterstones,WA-011,2422.13,4345.48,373,0.19708760317125548,0.2663920160428637,0.21222837514723442,0.189729555649916,0.13456244998873032,0.06247011874514139,0.20319184480849772,0.22172165145390546,0.398160561944961,0.06168261818600446,0.05277320486148985,South East,Tier 1 (major city)
Waterstones,WA-012,623.42,1123.26,94,0.11976145122034937,0.1799603125246538,0.20247314663504767,0.2305078634650182,0.26729722615493096,0.26626675229500824,0.2202819758829561,0.22595619502416991,0.17851112722019982,0.07307947506410867,0.035904474513557355,Yorkshire and the Humber,Tier 3 (small town)
Waterstones,WA-013,1325.53,2355.62,205,0.14283206663363854,0.2067215351979131,0.22344777373813035,0.21128261595891312,0.21571600847140496,0.09770226191184872,0.3211035194789298,0.10564979671656101,0.25270152546325214,0.16087208513419804,0.061970811295210315,North West,Tier 2 (large town)
Waterstones,WA-014,1654.11,2939.41,247,0.1472509877664207,0.299299592008817,0.23902986111193414,0.1609571102518738,0.15346244886095434,0.11460954431970326,0.2281776814713657,0.041179499715679156,0.19003801284809288,0.033472217551752406,0.39252304409340666,North East,Tier 1 (major city)
Waterstones,WA-015,2210.3,3972.48,349,0.18766437883789258,0.27020774771842887,0.2126724309448703,0.1767299564969562,0.15272548600185198,0.35009469624086903,0.018756726391621938,0.08892565051873456,0.1065851064629331,0.23755680898029832,0.19808101140554304,South East,Tier 1 (major city)
Waterstones,WA-016,577.2,1019.1800000000001,92,0.13408164933720992,0.163359970700208,0.20990447741944898,0.19638952550499456,0.2962643770381386,0.0711456534860426,0.29099432829273963,0.10162204768416655,0.13234053626228243,0.1971997913734899,0.20669764290127898,Yorkshire and the Humber,Tier 3 (small town)
Waterstones,WA-017,1991.31,3586.32,307,0.17488517413044796,0.312830145488138,0.20280396981290513,0.1239543130268348,0.18552639754167416,0.6238479478434482,0.008887020994129632,0.07605885161479738,0.03888612030518003,0.15038420394645982,0.10193585529598488,East of England,Tier 1 (major city)
Waterstones,WA-018,885.7,1582.86,139,0.15165965117160807,0.23940833910071732,0.19105514066770024,0.2095037539842235,0.20837311507575088,0.3492243164455081,0.2738467812257869,0.12799022340949484,0.04248846695877669,0.19686586155099944,0.009584350409433971,East of England,Tier 2 (large town)
Waterstones,WA-019,889.83,1608.02,143,0.14547380021194503,0.2349969067874135,0.2407464046642336,0.18288688555693325,0.1958960027794746,0.23320764868193808,0.17214843004615485,0.03593946403445061,0.2196110910895741,0.17879473616771774,0.16029862998016461,North East,Tier 2 (large town)
Waterstones,WA-020,1804.69,3225.94,276,0.1897443464072908,0.2826821423043306,0.2368084578440048,0.15421650534532202,0.13654854809905187,0.1265143084664722,0.5054809011059188,0.12774232851543288,0.16545753122872087,0.007001474974393698,0.06780345570906143,North East,Tier 1 (major city)
Waterstones,WA-021,846.73,1504.43,138,0.13397476322732316,0.20670744114515055,0.22134324038134867,0.22778069441489576,0.21019386083128194,0.0765494492149736,0.42475568556777266,0.07308168870334568,0.18902152459844163,0.180308576663353,0.056283075252113526,South East,Tier 2 (large town)
Waterstones,WA-022,1178.29,2121.99,193,0.1539624112304325,0.20665673815967905,0.19931511921403813,0.2257008812241395,0.21436485017171078,0.04823472197543017,0.27897167327173195,0.02084316013816648,0.413042210755222,0.20734899957902342,0.031559234280425875,South West,Tier 2 (large town)
Waterstones,WA-023,1965.76,3496.96,308,0.17811752187861793,0.28607935796615663,0.21260840403728787,0.17260916926645656,0.15058554685148098,0.23324270352027157,0.016667998303001214,0.2603410651509786,0.04652060258266627,0.11419824516989194,0.3290293852731905,North East,Tier 1 (major city)
Waterstones,WA-024,845.22,1505.28,133,0.15028340617990385,0.21308002100254267,0.23215104347827104,0.20451762096092005,0.19996790837836242,0.27889794425612596,0.2007324119905997,0.14111318868665987,0.2059665378241519,0.16324009204261122,0.0100498251998514,East of England,Tier 2 (large town)
Waterstones,WA-025,1495.67,2674.3,223,0.13117860142538587,0.18362789714989985,0.23957790275800497,0.2215777273542322,0.22403787131247713,0.17932418599028765,0.12730617060015942,0.04441567630914433,0.15922868839034188,0.11445852534064041,0.3752667533694264,North West,Tier 2 (large town)
Waterstones,WA-026,1084.08,1973.92,177,0.1532350621412432,0.22947762004106162,0.22530424853416503,0.1998626092030219,0.1921204600805082,0.15133559998869114,0.0392614513526212,0.19700621741862762,0.16200658441234414,0.3181679874462517,0.13222215938146414,East Midlands,Tier 2 (large town)
Waterstones,WA-027,1802.13,3247.42,292,0.15215610299028134,0.2757119939783287,0.21871665404138257,0.18811843159326996,0.16529681739673754,0.19847410181987313,0.14514450180640415,0.15385921632153038,0.28753775418445465,0.10111121095082927,0.1138732149169083,West Midlands,Tier 1 (major city)
Waterstones,WA-028,841.67,1479.91,128,0.1588695076919345,0.20153131907415917,0.2149834275890406,0.23376640908853433,0.1908493365563313,0.010002431904918523,0.15154694770399488,0.14656629265873974,0.5415043225093157,0.0990977754233382,0.05128222979969306,Yorkshire and the Humber,Tier 2 (large town)
Waterstones,WA-029,1920.34,3427.0099999999998,296,0.19004131785475756,0.288636977497756,0.1943529152256452,0.18963262010380086,0.13733616931804035,0.26654596953535725,0.07581729722511737,0.4543823215590854,0.041023091392263164,0.04627813290209595,0.11595318738608064,South East,Tier 1 (major city)
