Store_ID,Week,Paperback_Sales,Hardcover_Sales,Paperback_Revenue,Hardcover_Revenue,Profit,Customer_Age,Customer_Gender,Customer_Income,Paperback_Profit,Hardcover_Profit,Company
1,28,22,23,241.78,528.77,23.1165,Young Adult,Male,Low,7.2534,15.8631,Chain
1,29,21,22,230.79,505.78,22.097099999999998,Young Adult,Male,Low,6.923699999999999,15.173399999999999,Chain
1,30,25,11,274.75,252.89,15.829199999999998,Middle Age,Male,Low,8.2425,7.5866999999999996,Chain
1,31,28,12,307.72,275.88,17.508,Adult,Female,Medium,9.2316,8.276399999999999,Chain
1,32,33,11,362.67,252.89,18.4668,Middle Age,Male,Medium,10.8801,7.5866999999999996,Chain
1,33,24,10,263.76,229.89999999999998,14.8098,Adult,Male,Medium,7.9128,6.896999999999999,Chain
1,34,27,14,296.73,321.85999999999996,18.557699999999997,Senior,Male,High,8.9019,9.655799999999997,Chain
1,35,25,8,274.75,183.92,13.760099999999998,Adult,Female,Low,8.2425,5.5176,Chain
1,36,28,12,307.72,275.88,17.508,Middle Age,Female,High,9.2316,8.276399999999999,Chain
1,37,25,8,274.75,183.92,13.760099999999998,Adult,Female,High,8.2425,5.5176,Chain
1,38,21,20,230.79,459.79999999999995,20.717699999999997,Senior,Male,Medium,6.923699999999999,13.793999999999999,Chain
1,39,26,12,285.74,275.88,16.8486,Middle Age,Female,High,8.5722,8.276399999999999,Chain
1,40,23,7,252.77,160.92999999999998,12.411,Adult,Female,High,7.5831,4.827899999999999,Chain
1,41,19,17,208.81,390.83,17.9892,Adult,Male,Medium,6.2642999999999995,11.7249,Chain
1,42,20,15,219.8,344.84999999999997,16.9395,Young Adult,Male,Low,6.594,10.3455,Chain
1,43,25,20,274.75,459.79999999999995,22.036499999999997,Young Adult,Male,Low,8.2425,13.793999999999999,Chain
1,44,31,11,340.69,252.89,17.807399999999998,Middle Age,Female,Low,10.220699999999999,7.5866999999999996,Chain
1,45,31,11,340.69,252.89,17.807399999999998,Young Adult,Female,High,10.220699999999999,7.5866999999999996,Chain
1,46,29,7,318.71,160.92999999999998,14.389199999999999,Adult,Male,Low,9.5613,4.827899999999999,Chain
1,47,32,8,351.68,183.92,16.068,Teen,Female,Low,10.5504,5.5176,Chain
1,48,18,14,197.82,321.85999999999996,15.590399999999997,Senior,Male,Medium,5.9346,9.655799999999997,Chain
1,49,36,15,395.64,344.84999999999997,22.2147,Teen,Male,Low,11.8692,10.3455,Chain
1,50,38,13,417.62,298.87,21.494699999999998,Adult,Female,High,12.528599999999999,8.966099999999999,Chain
1,51,16,11,175.84,252.89,12.8619,Adult,Male,High,5.2752,7.5866999999999996,Chain
2,0,18,16,197.82,367.84,16.9698,Middle Age,Male,Medium,5.9346,11.0352,Chain
2,1,27,12,296.73,275.88,17.1783,Middle Age,Female,Medium,8.9019,8.276399999999999,Chain
2,2,32,17,351.68,390.83,22.275299999999998,Teen,Male,High,10.5504,11.7249,Chain
2,3,23,10,252.77,229.89999999999998,14.480099999999998,Middle Age,Male,Low,7.5831,6.896999999999999,Chain
2,4,29,11,318.71,252.89,17.147999999999996,Young Adult,Female,Low,9.5613,7.5866999999999996,Chain
2,5,28,10,307.72,229.89999999999998,16.1286,Young Adult,Male,High,9.2316,6.896999999999999,Chain
2,6,27,10,296.73,229.89999999999998,15.7989,Middle Age,Male,Medium,8.9019,6.896999999999999,Chain
2,7,28,11,307.72,252.89,16.8183,Adult,Male,Low,9.2316,7.5866999999999996,Chain
2,8,25,11,274.75,252.89,15.829199999999998,Young Adult,Female,High,8.2425,7.5866999999999996,Chain
2,9,21,9,230.79,206.91,13.130999999999998,Young Adult,Female,Low,6.923699999999999,6.2073,Chain
2,10,21,9,230.79,206.91,13.130999999999998,Young Adult,Male,High,6.923699999999999,6.2073,Chain
2,11,25,8,274.75,183.92,13.760099999999998,Middle Age,Male,High,8.2425,5.5176,Chain
2,12,28,11,307.72,252.89,16.8183,Senior,Male,Low,9.2316,7.5866999999999996,Chain
2,13,20,12,219.8,275.88,14.8704,Adult,Female,High,6.594,8.276399999999999,Chain
2,14,19,11,208.81,252.89,13.850999999999999,Middle Age,Male,High,6.2642999999999995,7.5866999999999996,Chain
2,15,26,14,285.74,321.85999999999996,18.227999999999998,Adult,Male,Medium,8.5722,9.655799999999997,Chain
2,16,34,12,373.66,275.88,19.486199999999997,Adult,Female,Low,11.2098,8.276399999999999,Chain
2,17,21,12,230.79,275.88,15.200099999999999,Teen,Male,Low,6.923699999999999,8.276399999999999,Chain
2,18,26,10,285.74,229.89999999999998,15.469199999999999,Middle Age,Female,Medium,8.5722,6.896999999999999,Chain
2,19,22,13,241.78,298.87,16.2195,Middle Age,Male,High,7.2534,8.966099999999999,Chain
2,20,29,13,318.71,298.87,18.527399999999997,Teen,Female,Low,9.5613,8.966099999999999,Chain
2,21,20,11,219.8,252.89,14.1807,Adult,Male,Low,6.594,7.5866999999999996,Chain
2,22,20,10,219.8,229.89999999999998,13.491,Teen,Male,Medium,6.594,6.896999999999999,Chain
2,23,23,14,252.77,321.85999999999996,17.2389,Middle Age,Female,Low,7.5831,9.655799999999997,Chain
2,24,19,17,208.81,390.83,17.9892,Adult,Male,Low,6.2642999999999995,11.7249,Chain
2,25,24,10,263.76,229.89999999999998,14.8098,Young Adult,Female,Low,7.9128,6.896999999999999,Chain
2,26,24,12,263.76,275.88,16.1892,Teen,Male,Low,7.9128,8.276399999999999,Chain
2,27,32,12,351.68,275.88,18.8268,Young Adult,Female,High,10.5504,8.276399999999999,Chain
2,28,32,8,351.68,183.92,16.068,Teen,Female,Medium,10.5504,5.5176,Chain
2,29,21,11,230.79,252.89,14.510399999999997,Senior,Male,Medium,6.923699999999999,7.5866999999999996,Chain
2,30,20,15,219.8,344.84999999999997,16.9395,Young Adult,Male,Low,6.594,10.3455,Chain
2,31,28,17,307.72,390.83,20.9565,Senior,Male,Medium,9.2316,11.7249,Chain
2,32,22,15,241.78,344.84999999999997,17.5989,Senior,Female,Medium,7.2534,10.3455,Chain
2,33,29,10,318.71,229.89999999999998,16.458299999999998,Adult,Female,Low,9.5613,6.896999999999999,Chain
2,34,20,11,219.8,252.89,14.1807,Adult,Male,Low,6.594,7.5866999999999996,Chain
2,35,25,10,274.75,229.89999999999998,15.139499999999998,Middle Age,Male,Low,8.2425,6.896999999999999,Chain
2,36,30,9,329.7,206.91,16.0983,Young Adult,Female,High,9.891,6.2073,Chain
2,37,23,15,252.77,344.84999999999997,17.9286,Young Adult,Female,Low,7.5831,10.3455,Chain
2,38,22,19,241.78,436.80999999999995,20.357699999999998,Adult,Male,Low,7.2534,13.104299999999999,Chain
2,39,26,9,285.74,206.91,14.779499999999999,Middle Age,Male,Low,8.5722,6.2073,Chain
2,40,25,16,274.75,367.84,19.277699999999996,Senior,Male,Medium,8.2425,11.0352,Chain
2,41,30,13,329.7,298.87,18.8571,Teen,Female,Low,9.891,8.966099999999999,Chain
2,42,22,17,241.78,390.83,18.9783,Teen,Male,Low,7.2534,11.7249,Chain
2,43,15,15,164.85,344.84999999999997,15.290999999999997,Middle Age,Male,High,4.9455,10.3455,Chain
2,44,28,9,307.72,206.91,15.438899999999999,Adult,Female,Low,9.2316,6.2073,Chain
2,45,31,16,340.69,367.84,21.255899999999997,Middle Age,Female,Low,10.220699999999999,11.0352,Chain
2,46,32,7,351.68,160.92999999999998,15.3783,Young Adult,Male,Low,10.5504,4.827899999999999,Chain
2,47,28,9,307.72,206.91,15.438899999999999,Young Adult,Male,Low,9.2316,6.2073,Chain
2,48,30,15,329.7,344.84999999999997,20.2365,Adult,Male,High,9.891,10.3455,Chain
2,49,20,10,219.8,229.89999999999998,13.491,Adult,Female,High,6.594,6.896999999999999,Chain
2,50,26,9,285.74,206.91,14.779499999999999,Teen,Female,Medium,8.5722,6.2073,Chain
2,51,27,9,296.73,206.91,15.1092,Senior,Female,Low,8.9019,6.2073,Chain
3,0,27,15,296.73,344.84999999999997,19.247399999999995,Adult,Male,Medium,8.9019,10.3455,Chain
3,1,27,9,296.73,206.91,15.1092,Teen,Female,Medium,8.9019,6.2073,Chain
3,2,22,14,241.78,321.85999999999996,16.9092,Adult,Female,High,7.2534,9.655799999999997,Chain
3,3,29,6,318.71,137.94,13.699499999999999,Middle Age,Male,High,9.5613,4.138199999999999,Chain
3,4,33,18,362.67,413.82,23.2947,Senior,Male,Low,10.8801,12.4146,Chain
3,5,31,4,340.69,91.96,12.979499999999998,Senior,Male,Low,10.220699999999999,2.7588,Chain
3,6,21,8,230.79,183.92,12.441299999999998,Young Adult,Female,Medium,6.923699999999999,5.5176,Chain
3,7,22,13,241.78,298.87,16.2195,Young Adult,Female,Low,7.2534,8.966099999999999,Chain
3,8,29,7,318.71,160.92999999999998,14.389199999999999,Adult,Male,Medium,9.5613,4.827899999999999,Chain
3,9,25,16,274.75,367.84,19.277699999999996,Adult,Female,Low,8.2425,11.0352,Chain
3,10,28,8,307.72,183.92,14.749199999999998,Young Adult,Male,Low,9.2316,5.5176,Chain
3,11,28,15,307.72,344.84999999999997,19.577099999999998,Adult,Female,Medium,9.2316,10.3455,Chain
3,12,34,19,373.66,436.80999999999995,24.3141,Senior,Female,Low,11.2098,13.104299999999999,Chain
3,13,26,8,285.74,183.92,14.089799999999999,Adult,Male,Medium,8.5722,5.5176,Chain
3,14,16,9,175.84,206.91,11.4825,Teen,Female,High,5.2752,6.2073,Chain
3,15,28,14,307.72,321.85999999999996,18.887399999999996,Adult,Female,High,9.2316,9.655799999999997,Chain
3,16,20,13,219.8,298.87,15.560100000000002,Adult,Female,High,6.594,8.966099999999999,Chain
3,17,24,8,263.76,183.92,13.430399999999999,Senior,Female,Low,7.9128,5.5176,Chain
3,18,22,15,241.78,344.84999999999997,17.5989,Young Adult,Female,Medium,7.2534,10.3455,Chain
3,19,31,16,340.69,367.84,21.255899999999997,Adult,Male,Low,10.220699999999999,11.0352,Chain
3,20,21,8,230.79,183.92,12.441299999999998,Teen,Male,High,6.923699999999999,5.5176,Chain
3,21,23,21,252.77,482.78999999999996,22.066799999999997,Senior,Female,Medium,7.5831,14.483699999999999,Chain
3,22,18,6,197.82,137.94,10.072799999999999,Young Adult,Male,High,5.9346,4.138199999999999,Chain
3,23,14,6,153.86,137.94,8.754,Adult,Male,Low,4.6158,4.138199999999999,Chain
3,24,16,8,175.84,183.92,10.7928,Adult,Female,High,5.2752,5.5176,Chain
3,25,25,9,274.75,206.91,14.449799999999998,Young Adult,Male,High,8.2425,6.2073,Chain
3,26,21,11,230.79,252.89,14.510399999999997,Adult,Female,Low,6.923699999999999,7.5866999999999996,Chain
3,27,27,7,296.73,160.92999999999998,13.7298,Young Adult,Male,High,8.9019,4.827899999999999,Chain
3,28,26,13,285.74,298.87,17.5383,Adult,Male,Medium,8.5722,8.966099999999999,Chain
3,29,30,16,329.7,367.84,20.926199999999998,Young Adult,Male,Low,9.891,11.0352,Chain
3,30,18,13,197.82,298.87,14.900699999999999,Young Adult,Male,Medium,5.9346,8.966099999999999,Chain
3,31,26,10,285.74,229.89999999999998,15.469199999999999,Young Adult,Female,High,8.5722,6.896999999999999,Chain
3,32,25,13,274.75,298.87,17.2086,Young Adult,Male,Medium,8.2425,8.966099999999999,Chain
3,33,21,13,230.79,298.87,15.8898,Teen,Male,High,6.923699999999999,8.966099999999999,Chain
3,34,22,13,241.78,298.87,16.2195,Senior,Female,Low,7.2534,8.966099999999999,Chain
3,35,20,7,219.8,160.92999999999998,11.4219,Senior,Male,Medium,6.594,4.827899999999999,Chain
3,36,23,7,252.77,160.92999999999998,12.411,Adult,Male,Medium,7.5831,4.827899999999999,Chain
3,37,34,11,373.66,252.89,18.796499999999998,Adult,Female,High,11.2098,7.5866999999999996,Chain
3,38,24,9,263.76,206.91,14.120099999999999,Senior,Female,High,7.9128,6.2073,Chain
3,39,30,6,329.7,137.94,14.0292,Young Adult,Female,Medium,9.891,4.138199999999999,Chain
3,40,23,7,252.77,160.92999999999998,12.411,Middle Age,Male,Medium,7.5831,4.827899999999999,Chain
3,41,24,15,263.76,344.84999999999997,18.258299999999995,Young Adult,Female,Medium,7.9128,10.3455,Chain
3,42,21,12,230.79,275.88,15.200099999999999,Senior,Female,Medium,6.923699999999999,8.276399999999999,Chain
3,43,31,11,340.69,252.89,17.807399999999998,Middle Age,Male,High,10.220699999999999,7.5866999999999996,Chain
3,44,27,14,296.73,321.85999999999996,18.557699999999997,Middle Age,Male,High,8.9019,9.655799999999997,Chain
3,45,25,13,274.75,298.87,17.2086,Senior,Female,Low,8.2425,8.966099999999999,Chain
3,46,23,9,252.77,206.91,13.7904,Adult,Male,Low,7.5831,6.2073,Chain
3,47,39,10,428.61,229.89999999999998,19.7553,Young Adult,Female,Low,12.8583,6.896999999999999,Chain
3,48,29,11,318.71,252.89,17.147999999999996,Young Adult,Male,Low,9.5613,7.5866999999999996,Chain
3,49,32,16,351.68,367.84,21.5856,Adult,Female,Medium,10.5504,11.0352,Chain
3,50,25,9,274.75,206.91,14.449799999999998,Teen,Female,Medium,8.2425,6.2073,Chain
3,51,23,12,252.77,275.88,15.859499999999999,Senior,Male,Medium,7.5831,8.276399999999999,Chain
4,0,21,9,230.79,206.91,13.130999999999998,Adult,Male,Medium,6.923699999999999,6.2073,Chain
4,1,24,14,263.76,321.85999999999996,17.568599999999996,Adult,Male,Medium,7.9128,9.655799999999997,Chain
4,2,24,8,263.76,183.92,13.430399999999999,Teen,Male,High,7.9128,5.5176,Chain
4,3,29,10,318.71,229.89999999999998,16.458299999999998,Middle Age,Female,High,9.5613,6.896999999999999,Chain
4,4,17,9,186.83,206.91,11.8122,Senior,Male,Low,5.6049,6.2073,Chain
4,5,24,14,263.76,321.85999999999996,17.568599999999996,Young Adult,Male,High,7.9128,9.655799999999997,Chain
4,6,23,14,252.77,321.85999999999996,17.2389,Adult,Female,Low,7.5831,9.655799999999997,Chain
4,7,22,14,241.78,321.85999999999996,16.9092,Senior,Female,High,7.2534,9.655799999999997,Chain
4,8,15,12,164.85,275.88,13.2219,Adult,Male,Low,4.9455,8.276399999999999,Chain
4,9,25,14,274.75,321.85999999999996,17.898299999999995,Young Adult,Male,Medium,8.2425,9.655799999999997,Chain
4,10,20,10,219.8,229.89999999999998,13.491,Young Adult,Female,Low,6.594,6.896999999999999,Chain
4,11,23,8,252.77,183.92,13.1007,Teen,Female,High,7.5831,5.5176,Chain
4,12,25,20,274.75,459.79999999999995,22.036499999999997,Adult,Male,High,8.2425,13.793999999999999,Chain
4,13,27,9,296.73,206.91,15.1092,Adult,Female,Low,8.9019,6.2073,Chain
4,14,23,11,252.77,252.89,15.169799999999999,Adult,Female,Medium,7.5831,7.5866999999999996,Chain
4,15,29,20,318.71,459.79999999999995,23.3553,Senior,Male,High,9.5613,13.793999999999999,Chain
4,16,29,14,318.71,321.85999999999996,19.2171,Middle Age,Female,High,9.5613,9.655799999999997,Chain
4,17,29,13,318.71,298.87,18.527399999999997,Adult,Female,Medium,9.5613,8.966099999999999,Chain
4,18,17,7,186.83,160.92999999999998,10.432799999999999,Teen,Male,Medium,5.6049,4.827899999999999,Chain
4,19,24,5,263.76,114.94999999999999,11.361299999999998,Teen,Female,High,7.9128,3.4484999999999997,Chain
4,20,21,8,230.79,183.92,12.441299999999998,Young Adult,Female,Low,6.923699999999999,5.5176,Chain
4,21,25,17,274.75,390.83,19.967399999999998,Senior,Male,Medium,8.2425,11.7249,Chain
4,22,31,14,340.69,321.85999999999996,19.876499999999997,Middle Age,Female,High,10.220699999999999,9.655799999999997,Chain
4,23,28,13,307.72,298.87,18.1977,Middle Age,Male,Medium,9.2316,8.966099999999999,Chain
4,24,35,17,384.65000000000003,390.83,23.2644,Senior,Female,High,11.5395,11.7249,Chain
4,25,30,10,329.7,229.89999999999998,16.787999999999997,Middle Age,Male,Medium,9.891,6.896999999999999,Chain
4,26,37,9,406.63,206.91,18.4062,Teen,Female,Medium,12.1989,6.2073,Chain
4,27,22,12,241.78,275.88,15.529799999999998,Young Adult,Male,Low,7.2534,8.276399999999999,Chain
4,28,17,11,186.83,252.89,13.191600000000001,Young Adult,Male,High,5.6049,7.5866999999999996,Chain
4,29,21,15,230.79,344.84999999999997,17.269199999999998,Middle Age,Male,Medium,6.923699999999999,10.3455,Chain
4,30,17,7,186.83,160.92999999999998,10.432799999999999,Young Adult,Male,High,5.6049,4.827899999999999,Chain
4,31,28,9,307.72,206.91,15.438899999999999,Senior,Female,Medium,9.2316,6.2073,Chain
4,32,24,18,263.76,413.82,20.327399999999997,Senior,Male,Medium,7.9128,12.4146,Chain
4,33,21,9,230.79,206.91,13.130999999999998,Senior,Male,Low,6.923699999999999,6.2073,Chain
4,34,19,10,208.81,229.89999999999998,13.161299999999999,Senior,Female,Low,6.2642999999999995,6.896999999999999,Chain
4,35,29,12,318.71,275.88,17.837699999999998,Teen,Female,Medium,9.5613,8.276399999999999,Chain
4,36,16,12,175.84,275.88,13.5516,Adult,Male,Low,5.2752,8.276399999999999,Chain
4,37,23,17,252.77,390.83,19.308,Adult,Female,Medium,7.5831,11.7249,Chain
4,38,19,22,208.81,505.78,21.437699999999996,Middle Age,Male,High,6.2642999999999995,15.173399999999999,Chain
4,39,28,7,307.72,160.92999999999998,14.059499999999998,Middle Age,Male,Low,9.2316,4.827899999999999,Chain
4,40,19,10,208.81,229.89999999999998,13.161299999999999,Middle Age,Female,High,6.2642999999999995,6.896999999999999,Chain
4,41,31,10,340.69,229.89999999999998,17.117699999999996,Adult,Female,Low,10.220699999999999,6.896999999999999,Chain
4,42,27,10,296.73,229.89999999999998,15.7989,Adult,Male,High,8.9019,6.896999999999999,Chain
4,43,28,14,307.72,321.85999999999996,18.887399999999996,Adult,Male,High,9.2316,9.655799999999997,Chain
4,44,23,12,252.77,275.88,15.859499999999999,Middle Age,Male,Low,7.5831,8.276399999999999,Chain
4,45,20,13,219.8,298.87,15.560100000000002,Senior,Female,Low,6.594,8.966099999999999,Chain
4,46,21,6,230.79,137.94,11.0619,Teen,Female,High,6.923699999999999,4.138199999999999,Chain
4,47,17,14,186.83,321.85999999999996,15.260699999999998,Senior,Male,High,5.6049,9.655799999999997,Chain
4,48,29,12,318.71,275.88,17.837699999999998,Adult,Male,High,9.5613,8.276399999999999,Chain
4,49,32,10,351.68,229.89999999999998,17.4474,Adult,Female,Medium,10.5504,6.896999999999999,Chain
4,50,16,14,175.84,321.85999999999996,14.930999999999997,Middle Age,Female,High,5.2752,9.655799999999997,Chain
4,51,16,16,175.84,367.84,16.310399999999998,Adult,Male,Low,5.2752,11.0352,Chain
5,0,24,14,263.76,321.85999999999996,17.568599999999996,Young Adult,Male,Low,7.9128,9.655799999999997,Chain
5,1,27,14,296.73,321.85999999999996,18.557699999999997,Senior,Male,High,8.9019,9.655799999999997,Chain
5,2,22,12,241.78,275.88,15.529799999999998,Teen,Female,High,7.2534,8.276399999999999,Chain
5,3,25,11,274.75,252.89,15.829199999999998,Adult,Male,Medium,8.2425,7.5866999999999996,Chain
5,4,19,20,208.81,459.79999999999995,20.058299999999996,Adult,Female,Low,6.2642999999999995,13.793999999999999,Chain
5,5,26,14,285.74,321.85999999999996,18.227999999999998,Young Adult,Female,Low,8.5722,9.655799999999997,Chain
5,6,25,21,274.75,482.78999999999996,22.7262,Teen,Female,Low,8.2425,14.483699999999999,Chain
5,7,20,10,219.8,229.89999999999998,13.491,Middle Age,Female,High,6.594,6.896999999999999,Chain
